1.95312E-03 1.95312E-03 1.95312E-03 5.96046E-08 3.31559E-05
5.85938E-03 1.95312E-03 1.95312E-03 5.96046E-08 1.06357E-04
9.76562E-03 1.95312E-03 1.95312E-03 5.96046E-08 1.89254E-04
1.36719E-02 1.95312E-03 1.95312E-03 5.96046E-08 2.82520E-04
1.75781E-02 1.95312E-03 1.95312E-03 5.96046E-08 3.86831E-04
2.14844E-02 1.95312E-03 1.95312E-03 5.96046E-08 5.02863E-04
2.53906E-02 1.95312E-03 1.95312E-03 5.96046E-08 6.31283E-04
2.92969E-02 1.95312E-03 1.95312E-03 5.96046E-08 7.72752E-04
3.32031E-02 1.95312E-03 1.95312E-03 5.96046E-08 9.27915E-04
3.71094E-02 1.95312E-03 1.95312E-03 5.96046E-08 1.09740E-03
4.10156E-02 1.95312E-03 1.95312E-03 5.96046E-08 1.28180E-03
4.49219E-02 1.95312E-03 1.95312E-03 5.96046E-08 1.48171E-03
4.88281E-02 1.95312E-03 1.95312E-03 5.96046E-08 1.69767E-03
5.27344E-02 1.95312E-03 1.95312E-03 5.96046E-08 1.93019E-03
5.66406E-02 1.95312E-03 1.95312E-03 5.96046E-08 2.17975E-03
6.05469E-02 1.95312E-03 1.95312E-03 5.96046E-08 2.44679E-03
6.44531E-02 1.95312E-03 1.95312E-03 5.96046E-08 2.73169E-03
6.83594E-02 1.95312E-03 1.95312E-03 5.96046E-08 3.03481E-03
7.22656E-02 1.95312E-03 1.95312E-03 5.96046E-08 3.35645E-03
7.61719E-02 1.95312E-03 1.95312E-03 5.96046E-08 3.69686E-03
8.00781E-02 1.95312E-03 1.95312E-03 5.96046E-08 4.05625E-03
8.39844E-02 1.95312E-03 1.95312E-03 5.96046E-08 4.43477E-03
8.78906E-02 1.95312E-03 1.95312E-03 5.96046E-08 4.83252E-03
9.17969E-02 1.95312E-03 1.95312E-03 5.96046E-08 5.24955E-03
9.57031E-02 1.95312E-03 1.95312E-03 5.96046E-08 5.68587E-03
9.96094E-02 1.95312E-03 1.95312E-03 5.96046E-08 6.14143E-03
1.03516E-01 1.95312E-03 1.95312E-03 5.96046E-08 6.61613E-03
1.07422E-01 1.95312E-03 1.95312E-03 5.96046E-08 7.10983E-03
1.11328E-01 1.95312E-03 1.95312E-03 5.96046E-08 7.62233E-03
1.15234E-01 1.95312E-03 1.95312E-03 5.96046E-08 8.15341E-03
1.19141E-01 1.95312E-03 1.95312E-03 5.96046E-08 8.70278E-03
1.23047E-01 1.95312E-03 1.95312E-03 5.96046E-08 9.27012E-03
1.26953E-01 1.95312E-03 1.95312E-03 5.96046E-08 9.85509E-03
1.30859E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.04573E-02
1.34766E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.10763E-02
1.38672E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.17116E-02
1.42578E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.23628E-02
1.46484E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.30293E-02
1.50391E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.37106E-02
1.54297E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.44062E-02
1.58203E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.51155E-02
1.62109E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.58378E-02
1.66016E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.65725E-02
1.69922E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.73192E-02
1.73828E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.80770E-02
1.77734E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.88454E-02
1.81641E-01 1.95312E-03 1.95312E-03 5.96046E-08 1.96238E-02
1.85547E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.04114E-02
1.89453E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.12077E-02
1.93359E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.20119E-02
1.97266E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.28235E-02
2.01172E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.36418E-02
2.05078E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.44661E-02
2.08984E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.52958E-02
2.12891E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.61303E-02
2.16797E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.69690E-02
2.20703E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.78112E-02
2.24609E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.86563E-02
2.28516E-01 1.95312E-03 1.95312E-03 5.96046E-08 2.95038E-02
2.32422E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.03531E-02
2.36328E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.12036E-02
2.40234E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.20547E-02
2.44141E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.29059E-02
2.48047E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.37568E-02
2.51953E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.46067E-02
2.55859E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.54553E-02
2.59766E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.63019E-02
2.63672E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.71463E-02
2.67578E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.79879E-02
2.71484E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.88264E-02
2.75391E-01 1.95312E-03 1.95312E-03 5.96046E-08 3.96613E-02
2.79297E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.04924E-02
2.83203E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.13192E-02
2.87109E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.21413E-02
2.91016E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.29587E-02
2.94922E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.37708E-02
2.98828E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.45776E-02
3.02734E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.53787E-02
3.06641E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.61740E-02
3.10547E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.69633E-02
3.14453E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.77464E-02
3.18359E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.85232E-02
3.22266E-01 1.95312E-03 1.95312E-03 5.96046E-08 4.92935E-02
3.26172E-01 1.95312E-03 1.95312E-03 5.96046E-08 5.00574E-02
3.30078E-01 1.95312E-03 1.95312E-03 5.96046E-08 5.08148E-02
3.33984E-01 1.95312E-03 1.95312E-03 5.96046E-08 5.15656E-02
3.37891E-01 1.95312E-03 1.95312E-03 5.96046E-08 5.23098E-02
3.41797E-01 1.95312E-03 1.95312E-03 5.96046E-08 5.30475E-02
